2026-09-16T05:23:41.642230799Z [34m2026-09-16 05:23:41.642 UTC 50b35 INFO[0m [comm.grpc.server] [34;1m1[0m -> streaming call completed grpc.service=orderer.AtomicBroadcast grpc.method=Broadcast grpc.request_deadline=2026-09-16T05:23:50.264Z grpc.peer_address=172.18.0.10:41158 grpc.peer_subject="CN=peer0.org1.example.com,L=San Francisco,ST=California,C=US" error="rpc error: code = Canceled desc = context canceled" grpc.code=Canceled grpc.call_duration=1.377699829s
2026-09-16T05:23:42.792747991Z [34m2026-09-16 05:23:42.784 UTC 51a13 INFO[0m [comm.grpc.server] [34;1m1[0m -> streaming call completed grpc.service=orderer.AtomicBroadcast grpc.method=Broadcast grpc.request_deadline=2026-09-16T05:23:51.944Z grpc.peer_address=172.18.0.10:41158 grpc.peer_subject="CN=peer0.org1.example.com,L=San Francisco,ST=California,C=US" error="rpc error: code = Canceled desc = context canceled" grpc.code=Canceled grpc.call_duration=839.459666ms
2026-09-16T05:23:42.792749353Z [34m2026-09-16 05:23:42.784 UTC 51a14 INFO[0m [comm.grpc.server] [34;1m1[0m -> streaming call completed grpc.service=orderer.AtomicBroadcast grpc.method=Broadcast grpc.request_deadline=2026-09-16T05:23:51.657Z grpc.peer_address=172.18.0.10:41158 grpc.peer_subject="CN=peer0.org1.example.com,L=San Francisco,ST=California,C=US" error="rpc error: code = Canceled desc = context canceled" grpc.code=Canceled grpc.call_duration=1.125986784s
2026-09-16T05:23:42.792752361Z [34m2026-09-16 05:23:42.784 UTC 51a15 INFO[0m [comm.grpc.server] [34;1m1[0m -> streaming call completed grpc.service=orderer.AtomicBroadcast grpc.method=Broadcast grpc.request_deadline=2026-09-16T05:23:51.945Z grpc.peer_address=172.18.0.10:41158 grpc.peer_subject="CN=peer0.org1.example.com,L=San Francisco,ST=California,C=US" error="rpc error: code = Canceled desc = context canceled" grpc.code=Canceled grpc.call_duration=838.337612ms
2026-09-16T05:23:42.792753629Z [34m2026-09-16 05:23:42.784 UTC 51a16 INFO[0m [comm.grpc.server] [34;1m1[0m -> streaming call completed grpc.service=orderer.AtomicBroadcast grpc.method=Broadcast grpc.request_deadline=2026-09-16T05:23:52.256Z grpc.peer_address=172.18.0.10:41158 grpc.peer_subject="CN=peer0.org1.example.com,L=San Francisco,ST=California,C=US" error="rpc error: code = Canceled desc = context canceled" grpc.code=Canceled grpc.call_duration=527.693725ms
2026-09-16T05:23:42.792754704Z [34m2026-09-16 05:23:42.784 UTC 51a17 INFO[0m [comm.grpc.server] [34;1m1[0m -> streaming call completed grpc.service=orderer.AtomicBroadcast grpc.method=Broadcast grpc.request_deadline=2026-09-16T05:23:52.047Z grpc.peer_address=172.18.0.10:41158 grpc.peer_subject="CN=peer0.org1.example.com,L=San Francisco,ST=California,C=US" error="rpc error: code = Canceled desc = context canceled" grpc.code=Canceled grpc.call_duration=734.782324ms
2026-09-16T05:23:42.792755986Z [34m2026-09-16 05:23:42.784 UTC 51a18 INFO[0m [comm.grpc.server] [34;1m1[0m -> streaming call completed grpc.service=orderer.AtomicBroadcast grpc.method=Broadcast grpc.request_deadline=2026-09-16T05:23:52.555Z grpc.peer_address=172.18.0.10:41158 grpc.peer_subject="CN=peer0.org1.example.com,L=San Francisco,ST=California,C=US" error="rpc error: code = Canceled desc = context canceled" grpc.code=Canceled grpc.call_duration=228.95595ms
2026-09-16T05:23:42.792757095Z [34m2026-09-16 05:23:42.784 UTC 51a19 INFO[0m [comm.grpc.server] [34;1m1[0m -> streaming call completed grpc.service=orderer.AtomicBroadcast grpc.method=Broadcast grpc.request_deadline=2026-09-16T05:23:52.068Z grpc.peer_address=172.18.0.10:41158 grpc.peer_subject="CN=peer0.org1.example.com,L=San Francisco,ST=California,C=US" error="rpc error: code = Canceled desc = context canceled" grpc.code=Canceled grpc.call_duration=715.624061ms
2026-09-16T05:23:42.792758151Z [34m2026-09-16 05:23:42.784 UTC 51a1a INFO[0m [comm.grpc.server] [34;1m1[0m -> streaming call completed grpc.service=orderer.AtomicBroadcast grpc.method=Broadcast grpc.request_deadline=2026-09-16T05:23:51.76Z grpc.peer_address=172.18.0.10:41158 grpc.peer_subject="CN=peer0.org1.example.com,L=San Francisco,ST=California,C=US" error="rpc error: code = Canceled desc = context canceled" grpc.code=Canceled grpc.call_duration=1.024275538s
2026-09-16T05:23:42.792759198Z [34m2026-09-16 05:23:42.784 UTC 51a1b INFO[0m [comm.grpc.server] [34;1m1[0m -> streaming call completed grpc.service=orderer.AtomicBroadcast grpc.method=Broadcast grpc.request_deadline=2026-09-16T05:23:52.133Z grpc.peer_address=172.18.0.10:41158 grpc.peer_subject="CN=peer0.org1.example.com,L=San Francisco,ST=California,C=US" error="rpc error: code = Canceled desc = context canceled" grpc.code=Canceled grpc.call_duration=650.528295ms
2026-09-16T05:23:42.792762620Z [34m2026-09-16 05:23:42.784 UTC 51a1c INFO[0m [comm.grpc.server] [34;1m1[0m -> streaming call completed grpc.service=orderer.AtomicBroadcast grpc.method=Broadcast grpc.request_deadline=2026-09-16T05:23:51.944Z grpc.peer_address=172.18.0.10:41158 grpc.peer_subject="CN=peer0.org1.example.com,L=San Francisco,ST=California,C=US" error="rpc error: code = Canceled desc = context canceled" grpc.code=Canceled grpc.call_duration=839.552035ms
2026-09-16T05:23:42.792763842Z [34m2026-09-16 05:23:42.784 UTC 51a1d INFO[0m [comm.grpc.server] [34;1m1[0m -> streaming call completed grpc.service=orderer.AtomicBroadcast grpc.method=Broadcast grpc.request_deadline=2026-09-16T05:23:51.834Z grpc.peer_address=172.18.0.10:41158 grpc.peer_subject="CN=peer0.org1.example.com,L=San Francisco,ST=California,C=US" error="rpc error: code = Canceled desc = context canceled" grpc.code=Canceled grpc.call_duration=950.066807ms
2026-09-16T05:23:42.792764942Z [34m2026-09-16 05:23:42.784 UTC 51a1e INFO[0m [comm.grpc.server] [34;1m1[0m -> streaming call completed grpc.service=orderer.AtomicBroadcast grpc.method=Broadcast grpc.request_deadline=2026-09-16T05:23:51.955Z grpc.peer_address=172.18.0.10:41158 grpc.peer_subject="CN=peer0.org1.example.com,L=San Francisco,ST=California,C=US" error="rpc error: code = Canceled desc = context canceled" grpc.code=Canceled grpc.call_duration=829.169739ms
2026-09-16T05:23:42.792765994Z [34m2026-09-16 05:23:42.784 UTC 51a1f INFO[0m [comm.grpc.server] [34;1m1[0m -> streaming call completed grpc.service=orderer.AtomicBroadcast grpc.method=Broadcast grpc.request_deadline=2026-09-16T05:23:52.165Z grpc.peer_address=172.18.0.10:41158 grpc.peer_subject="CN=peer0.org1.example.com,L=San Francisco,ST=California,C=US" error="rpc error: code = Canceled desc = context canceled" grpc.code=Canceled grpc.call_duration=619.049679ms
2026-09-16T05:23:42.792767177Z [34m2026-09-16 05:23:42.784 UTC 51a20 INFO[0m [comm.grpc.server] [34;1m1[0m -> streaming call completed grpc.service=orderer.AtomicBroadcast grpc.method=Broadcast grpc.request_deadline=2026-09-16T05:23:51.955Z grpc.peer_address=172.18.0.10:41158 grpc.peer_subject="CN=peer0.org1.example.com,L=San Francisco,ST=California,C=US" error="rpc error: code = Canceled desc = context canceled" grpc.code=Canceled grpc.call_duration=829.143464ms
2026-09-16T05:23:42.792768382Z [34m2026-09-16 05:23:42.784 UTC 51a21 INFO[0m [comm.grpc.server] [34;1m1[0m -> streaming call completed grpc.service=orderer.AtomicBroadcast grpc.method=Broadcast grpc.request_deadline=2026-09-16T05:23:52.555Z grpc.peer_address=172.18.0.10:41158 grpc.peer_subject="CN=peer0.org1.example.com,L=San Francisco,ST=California,C=US" error="rpc error: code = Canceled desc = context canceled" grpc.code=Canceled grpc.call_duration=227.986692ms
2026-09-16T05:23:42.792769493Z [34m2026-09-16 05:23:42.784 UTC 51a22 INFO[0m [comm.grpc.server] [34;1m1[0m -> streaming call completed grpc.service=orderer.AtomicBroadcast grpc.method=Broadcast grpc.request_deadline=2026-09-16T05:23:51.741Z grpc.peer_address=172.18.0.10:41158 grpc.peer_subject="CN=peer0.org1.example.com,L=San Francisco,ST=California,C=US" error="rpc error: code = Canceled desc = context canceled" grpc.code=Canceled grpc.call_duration=1.043017517s
2026-09-16T05:23:42.792770543Z [34m2026-09-16 05:23:42.784 UTC 51a23 INFO[0m [comm.grpc.server] [34;1m1[0m -> streaming call completed grpc.service=orderer.AtomicBroadcast grpc.method=Broadcast grpc.request_deadline=2026-09-16T05:23:51.834Z grpc.peer_address=172.18.0.10:41158 grpc.peer_subject="CN=peer0.org1.example.com,L=San Francisco,ST=California,C=US" error="rpc error: code = Canceled desc = context canceled" grpc.code=Canceled grpc.call_duration=950.313821ms
2026-09-16T05:23:42.792773566Z [34m2026-09-16 05:23:42.784 UTC 51a24 INFO[0m [comm.grpc.server] [34;1m1[0m -> streaming call completed grpc.service=orderer.AtomicBroadcast grpc.method=Broadcast grpc.request_deadline=2026-09-16T05:23:51.955Z grpc.peer_address=172.18.0.10:41158 grpc.peer_subject="CN=peer0.org1.example.com,L=San Francisco,ST=California,C=US" error="rpc error: code = Canceled desc = context canceled" grpc.code=Canceled grpc.call_duration=828.70396ms
2026-09-16T05:23:42.792774786Z [34m2026-09-16 05:23:42.784 UTC 51a25 INFO[0m [comm.grpc.server] [34;1m1[0m -> streaming call completed grpc.service=orderer.AtomicBroadcast grpc.method=Broadcast grpc.request_deadline=2026-09-16T05:23:52.653Z grpc.peer_address=172.18.0.10:41158 grpc.peer_subject="CN=peer0.org1.example.com,L=San Francisco,ST=California,C=US" error="rpc error: code = Canceled desc = context canceled" grpc.code=Canceled grpc.call_duration=130.798827ms
2026-09-16T05:23:42.792776255Z [34m2026-09-16 05:23:42.784 UTC 51a26 INFO[0m [comm.grpc.server] [34;1m1[0m -> streaming call completed grpc.service=orderer.AtomicBroadcast grpc.method=Broadcast grpc.request_deadline=2026-09-16T05:23:51.945Z grpc.peer_address=172.18.0.10:41158 grpc.peer_subject="CN=peer0.org1.example.com,L=San Francisco,ST=California,C=US" error="rpc error: code = Canceled desc = context canceled" grpc.code=Canceled grpc.call_duration=838.552992ms
2026-09-16T05:23:42.792777351Z [34m2026-09-16 05:23:42.784 UTC 51a27 INFO[0m [comm.grpc.server] [34;1m1[0m -> streaming call completed grpc.service=orderer.AtomicBroadcast grpc.method=Broadcast grpc.request_deadline=2026-09-16T05:23:52.256Z grpc.peer_address=172.18.0.10:41158 grpc.peer_subject="CN=peer0.org1.example.com,L=San Francisco,ST=California,C=US" error="rpc error: code = Canceled desc = context canceled" grpc.code=Canceled grpc.call_duration=528.01667ms
2026-09-16T05:23:42.792778588Z [34m2026-09-16 05:23:42.784 UTC 51a28 INFO[0m [comm.grpc.server] [34;1m1[0m -> streaming call completed grpc.service=orderer.AtomicBroadcast grpc.method=Broadcast grpc.request_deadline=2026-09-16T05:23:51.632Z grpc.peer_address=172.18.0.10:41158 grpc.peer_subject="CN=peer0.org1.example.com,L=San Francisco,ST=California,C=US" error="rpc error: code = Canceled desc = context canceled" grpc.code=Canceled grpc.call_duration=1.151782304s
2026-09-16T05:23:42.792779636Z [34m2026-09-16 05:23:42.784 UTC 51a29 INFO[0m [comm.grpc.server] [34;1m1[0m -> streaming call completed grpc.service=orderer.AtomicBroadcast grpc.method=Broadcast grpc.request_deadline=2026-09-16T05:23:51.962Z grpc.peer_address=172.18.0.10:41158 grpc.peer_subject="CN=peer0.org1.example.com,L=San Francisco,ST=California,C=US" error="rpc error: code = Canceled desc = context canceled" grpc.code=Canceled grpc.call_duration=822.548075ms
2026-09-16T05:23:42.792781003Z [34m2026-09-16 05:23:42.784 UTC 51a2a INFO[0m [comm.grpc.server] [34;1m1[0m -> streaming call completed grpc.service=orderer.AtomicBroadcast grpc.method=Broadcast grpc.request_deadline=2026-09-16T05:23:52.068Z grpc.peer_address=172.18.0.10:41158 grpc.peer_subject="CN=peer0.org1.example.com,L=San Francisco,ST=California,C=US" error="rpc error: code = Canceled desc = context canceled" grpc.code=Canceled grpc.call_duration=715.738111ms
2026-09-16T05:23:42.792783859Z [34m2026-09-16 05:23:42.784 UTC 51a2b INFO[0m [comm.grpc.server] [34;1m1[0m -> streaming call completed grpc.service=orderer.AtomicBroadcast grpc.method=Broadcast grpc.request_deadline=2026-09-16T05:23:51.741Z grpc.peer_address=172.18.0.10:41158 grpc.peer_subject="CN=peer0.org1.example.com,L=San Francisco,ST=California,C=US" error="rpc error: code = Canceled desc = context canceled" grpc.code=Canceled grpc.call_duration=1.043239153s
2026-09-16T05:23:42.792785074Z [34m2026-09-16 05:23:42.784 UTC 51a2c INFO[0m [comm.grpc.server] [34;1m1[0m -> streaming call completed grpc.service=orderer.AtomicBroadcast grpc.method=Broadcast grpc.request_deadline=2026-09-16T05:23:51.729Z grpc.peer_address=172.18.0.10:41158 grpc.peer_subject="CN=peer0.org1.example.com,L=San Francisco,ST=California,C=US" error="rpc error: code = Canceled desc = context canceled" grpc.code=Canceled grpc.call_duration=1.054834472s
2026-09-16T05:23:42.792786155Z [34m2026-09-16 05:23:42.784 UTC 51a2d INFO[0m [comm.grpc.server] [34;1m1[0m -> streaming call completed grpc.service=orderer.AtomicBroadcast grpc.method=Broadcast grpc.request_deadline=2026-09-16T05:23:52.653Z grpc.peer_address=172.18.0.10:41158 grpc.peer_subject="CN=peer0.org1.example.com,L=San Francisco,ST=California,C=US" error="rpc error: code = Canceled desc = context canceled" grpc.code=Canceled grpc.call_duration=131.058417ms
2026-09-16T05:23:42.792787201Z [34m2026-09-16 05:23:42.784 UTC 51a2e INFO[0m [comm.grpc.server] [34;1m1[0m -> streaming call completed grpc.service=orderer.AtomicBroadcast grpc.method=Broadcast grpc.request_deadline=2026-09-16T05:23:51.729Z grpc.peer_address=172.18.0.10:41158 grpc.peer_subject="CN=peer0.org1.example.com,L=San Francisco,ST=California,C=US" error="rpc error: code = Canceled desc = context canceled" grpc.code=Canceled grpc.call_duration=1.055212888s
2026-09-16T05:23:42.792788436Z [34m2026-09-16 05:23:42.784 UTC 51a2f INFO[0m [comm.grpc.server] [34;1m1[0m -> streaming call completed grpc.service=orderer.AtomicBroadcast grpc.method=Broadcast grpc.request_deadline=2026-09-16T05:23:52.555Z grpc.peer_address=172.18.0.10:41158 grpc.peer_subject="CN=peer0.org1.example.com,L=San Francisco,ST=California,C=US" error="rpc error: code = Canceled desc = context canceled" grpc.code=Canceled grpc.call_duration=229.175493ms
2026-09-16T05:23:42.792789531Z [34m2026-09-16 05:23:42.784 UTC 51a30 INFO[0m [comm.grpc.server] [34;1m1[0m -> streaming call completed grpc.service=orderer.AtomicBroadcast grpc.method=Broadcast grpc.request_deadline=2026-09-16T05:23:51.741Z grpc.peer_address=172.18.0.10:41158 grpc.peer_subject="CN=peer0.org1.example.com,L=San Francisco,ST=California,C=US" error="rpc error: code = Canceled desc = context canceled" grpc.code=Canceled grpc.call_duration=1.043152301s
2026-09-16T05:23:42.792790617Z [34m2026-09-16 05:23:42.785 UTC 51a31 INFO[0m [comm.grpc.server] [34;1m1[0m -> streaming call completed grpc.service=orderer.AtomicBroadcast grpc.method=Broadcast grpc.request_deadline=2026-09-16T05:23:51.172Z grpc.peer_address=172.18.0.10:41158 grpc.peer_subject="CN=peer0.org1.example.com,L=San Francisco,ST=California,C=US" error="rpc error: code = Canceled desc = context canceled" grpc.code=Canceled grpc.call_duration=1.611998554s
2026-09-16T05:23:42.792791685Z [34m2026-09-16 05:23:42.785 UTC 51a32 INFO[0m [comm.grpc.server] [34;1m1[0m -> streaming call completed grpc.service=orderer.AtomicBroadcast grpc.method=Broadcast grpc.request_deadline=2026-09-16T05:23:51.955Z grpc.peer_address=172.18.0.10:41158 grpc.peer_subject="CN=peer0.org1.example.com,L=San Francisco,ST=California,C=US" error="rpc error: code = Canceled desc = context canceled" grpc.code=Canceled grpc.call_duration=828.957435ms
2026-09-16T05:23:42.792794531Z [34m2026-09-16 05:23:42.785 UTC 51a33 INFO[0m [comm.grpc.server] [34;1m1[0m -> streaming call completed grpc.service=orderer.AtomicBroadcast grpc.method=Broadcast grpc.request_deadline=2026-09-16T05:23:52.555Z grpc.peer_address=172.18.0.10:41158 grpc.peer_subject="CN=peer0.org1.example.com,L=San Francisco,ST=California,C=US" error="rpc error: code = Canceled desc = context canceled" grpc.code=Canceled grpc.call_duration=228.267967ms
2026-09-16T05:23:42.792795905Z [34m2026-09-16 05:23:42.785 UTC 51a35 INFO[0m [comm.grpc.server] [34;1m1[0m -> streaming call completed grpc.service=orderer.AtomicBroadcast grpc.method=Broadcast grpc.request_deadline=2026-09-16T05:23:52.068Z grpc.peer_address=172.18.0.10:41158 grpc.peer_subject="CN=peer0.org1.example.com,L=San Francisco,ST=California,C=US" error="rpc error: code = Canceled desc = context canceled" grpc.code=Canceled grpc.call_duration=715.900263ms
2026-09-16T05:23:42.792797023Z [34m2026-09-16 05:23:42.785 UTC 51a34 INFO[0m [comm.grpc.server] [34;1m1[0m -> streaming call completed grpc.service=orderer.AtomicBroadcast grpc.method=Broadcast grpc.request_deadline=2026-09-16T05:23:52.653Z grpc.peer_address=172.18.0.10:41158 grpc.peer_subject="CN=peer0.org1.example.com,L=San Francisco,ST=California,C=US" error="rpc error: code = Canceled desc = context canceled" grpc.code=Canceled grpc.call_duration=131.151896ms
2026-09-16T05:23:42.792798069Z [34m2026-09-16 05:23:42.785 UTC 51a36 INFO[0m [comm.grpc.server] [34;1m1[0m -> streaming call completed grpc.service=orderer.AtomicBroadcast grpc.method=Broadcast grpc.request_deadline=2026-09-16T05:23:52.472Z grpc.peer_address=172.18.0.10:41158 grpc.peer_subject="CN=peer0.org1.example.com,L=San Francisco,ST=California,C=US" error="rpc error: code = Canceled desc = context canceled" grpc.code=Canceled grpc.call_duration=312.339744ms
2026-09-16T05:23:42.792799109Z [34m2026-09-16 05:23:42.785 UTC 51a37 INFO[0m [comm.grpc.server] [34;1m1[0m -> streaming call completed grpc.service=orderer.AtomicBroadcast grpc.method=Broadcast grpc.request_deadline=2026-09-16T05:23:51.955Z grpc.peer_address=172.18.0.10:41158 grpc.peer_subject="CN=peer0.org1.example.com,L=San Francisco,ST=California,C=US" error="rpc error: code = Canceled desc = context canceled" grpc.code=Canceled grpc.call_duration=829.079481ms
2026-09-16T05:23:42.792800330Z [34m2026-09-16 05:23:42.785 UTC 51a38 INFO[0m [comm.grpc.server] [34;1m1[0m -> streaming call completed grpc.service=orderer.AtomicBroadcast grpc.method=Broadcast grpc.request_deadline=2026-09-16T05:23:52.256Z grpc.peer_address=172.18.0.10:41158 grpc.peer_subject="CN=peer0.org1.example.com,L=San Francisco,ST=California,C=US" error="rpc error: code = Canceled desc = context canceled" grpc.code=Canceled grpc.call_duration=528.737912ms
2026-09-16T05:23:42.792801417Z [34m2026-09-16 05:23:42.785 UTC 51a39 INFO[0m [comm.grpc.server] [34;1m1[0m -> streaming call completed grpc.service=orderer.AtomicBroadcast grpc.method=Broadcast grpc.request_deadline=2026-09-16T05:23:52.555Z grpc.peer_address=172.18.0.10:41158 grpc.peer_subject="CN=peer0.org1.example.com,L=San Francisco,ST=California,C=US" error="rpc error: code = Canceled desc = context canceled" grpc.code=Canceled grpc.call_duration=229.09059ms
2026-09-16T05:23:42.792804202Z [34m2026-09-16 05:23:42.785 UTC 51a3a INFO[0m [comm.grpc.server] [34;1m1[0m -> streaming call completed grpc.service=orderer.AtomicBroadcast grpc.method=Broadcast grpc.request_deadline=2026-09-16T05:23:51.741Z grpc.peer_address=172.18.0.10:41158 grpc.peer_subject="CN=peer0.org1.example.com,L=San Francisco,ST=California,C=US" error="rpc error: code = Canceled desc = context canceled" grpc.code=Canceled grpc.call_duration=1.043264153s
2026-09-16T05:23:42.792805368Z [34m2026-09-16 05:23:42.785 UTC 51a3b INFO[0m [comm.grpc.server] [34;1m1[0m -> streaming call completed grpc.service=orderer.AtomicBroadcast grpc.method=Broadcast grpc.request_deadline=2026-09-16T05:23:51.76Z grpc.peer_address=172.18.0.10:41158 grpc.peer_subject="CN=peer0.org1.example.com,L=San Francisco,ST=California,C=US" error="rpc error: code = Canceled desc = context canceled" grpc.code=Canceled grpc.call_duration=1.024750849s
2026-09-16T05:23:42.792806465Z [34m2026-09-16 05:23:42.785 UTC 51a3c INFO[0m [comm.grpc.server] [34;1m1[0m -> streaming call completed grpc.service=orderer.AtomicBroadcast grpc.method=Broadcast grpc.request_deadline=2026-09-16T05:23:52.653Z grpc.peer_address=172.18.0.10:41158 grpc.peer_subject="CN=peer0.org1.example.com,L=San Francisco,ST=California,C=US" error="rpc error: code = Canceled desc = context canceled" grpc.code=Canceled grpc.call_duration=131.043325ms
2026-09-16T05:23:42.792807683Z [34m2026-09-16 05:23:42.785 UTC 51a3d INFO[0m [comm.grpc.server] [34;1m1[0m -> streaming call completed grpc.service=orderer.AtomicBroadcast grpc.method=Broadcast grpc.request_deadline=2026-09-16T05:23:52.363Z grpc.peer_address=172.18.0.10:41158 grpc.peer_subject="CN=peer0.org1.example.com,L=San Francisco,ST=California,C=US" error="rpc error: code = Canceled desc = context canceled" grpc.code=Canceled grpc.call_duration=421.529337ms
2026-09-16T05:23:42.792808891Z [34m2026-09-16 05:23:42.785 UTC 51a3e INFO[0m [comm.grpc.server] [34;1m1[0m -> streaming call completed grpc.service=orderer.AtomicBroadcast grpc.method=Broadcast grpc.request_deadline=2026-09-16T05:23:51.76Z grpc.peer_address=172.18.0.10:41158 grpc.peer_subject="CN=peer0.org1.example.com,L=San Francisco,ST=California,C=US" error="rpc error: code = Canceled desc = context canceled" grpc.code=Canceled grpc.call_duration=1.024617768s
2026-09-16T05:23:42.792809943Z [34m2026-09-16 05:23:42.785 UTC 51a3f INFO[0m [comm.grpc.server] [34;1m1[0m -> streaming call completed grpc.service=orderer.AtomicBroadcast grpc.method=Broadcast grpc.request_deadline=2026-09-16T05:23:50.955Z grpc.peer_address=172.18.0.10:41158 grpc.peer_subject="CN=peer0.org1.example.com,L=San Francisco,ST=California,C=US" error="rpc error: code = Canceled desc = context canceled" grpc.code=Canceled grpc.call_duration=1.829587521s
2026-09-16T05:23:42.792810990Z [34m2026-09-16 05:23:42.785 UTC 51a40 INFO[0m [comm.grpc.server] [34;1m1[0m -> streaming call completed grpc.service=orderer.AtomicBroadcast grpc.method=Broadcast grpc.request_deadline=2026-09-16T05:23:52.653Z grpc.peer_address=172.18.0.10:41158 grpc.peer_subject="CN=peer0.org1.example.com,L=San Francisco,ST=California,C=US" error="rpc error: code = Canceled desc = context canceled" grpc.code=Canceled grpc.call_duration=131.029534ms
2026-09-16T05:23:42.792812190Z [34m2026-09-16 05:23:42.785 UTC 51a41 INFO[0m [comm.grpc.server] [34;1m1[0m -> streaming call completed grpc.service=orderer.AtomicBroadcast grpc.method=Broadcast grpc.request_deadline=2026-09-16T05:23:51.741Z grpc.peer_address=172.18.0.10:41158 grpc.peer_subject="CN=peer0.org1.example.com,L=San Francisco,ST=California,C=US" error="rpc error: code = Canceled desc = context canceled" grpc.code=Canceled grpc.call_duration=1.043404601s
2026-09-16T05:23:42.792815111Z [34m2026-09-16 05:23:42.785 UTC 51a42 INFO[0m [comm.grpc.server] [34;1m1[0m -> streaming call completed grpc.service=orderer.AtomicBroadcast grpc.method=Broadcast grpc.request_deadline=2026-09-16T05:23:51.944Z grpc.peer_address=172.18.0.10:41158 grpc.peer_subject="CN=peer0.org1.example.com,L=San Francisco,ST=California,C=US" error="rpc error: code = Canceled desc = context canceled" grpc.code=Canceled grpc.call_duration=839.285689ms
2026-09-16T05:23:42.792816315Z [34m2026-09-16 05:23:42.785 UTC 51a43 INFO[0m [comm.grpc.server] [34;1m1[0m -> streaming call completed grpc.service=orderer.AtomicBroadcast grpc.method=Broadcast grpc.request_deadline=2026-09-16T05:23:51.945Z grpc.peer_address=172.18.0.10:41158 grpc.peer_subject="CN=peer0.org1.example.com,L=San Francisco,ST=California,C=US" error="rpc error: code = Canceled desc = context canceled" grpc.code=Canceled grpc.call_duration=838.884617ms
2026-09-16T05:23:42.792817394Z [34m2026-09-16 05:23:42.785 UTC 51a44 INFO[0m [comm.grpc.server] [34;1m1[0m -> streaming call completed grpc.service=orderer.AtomicBroadcast grpc.method=Broadcast grpc.request_deadline=2026-09-16T05:23:51.945Z grpc.peer_address=172.18.0.10:41158 grpc.peer_subject="CN=peer0.org1.example.com,L=San Francisco,ST=California,C=US" error="rpc error: code = Canceled desc = context canceled" grpc.code=Canceled grpc.call_duration=838.672135ms
2026-09-16T05:23:42.792818444Z [34m2026-09-16 05:23:42.785 UTC 51a45 INFO[0m [comm.grpc.server] [34;1m1[0m -> streaming call completed grpc.service=orderer.AtomicBroadcast grpc.method=Broadcast grpc.request_deadline=2026-09-16T05:23:52.068Z grpc.peer_address=172.18.0.10:41158 grpc.peer_subject="CN=peer0.org1.example.com,L=San Francisco,ST=California,C=US" error="rpc error: code = Canceled desc = context canceled" grpc.code=Canceled grpc.call_duration=715.96866ms
2026-09-16T05:23:42.792819699Z [34m2026-09-16 05:23:42.785 UTC 51a46 INFO[0m [comm.grpc.server] [34;1m1[0m -> streaming call completed grpc.service=orderer.AtomicBroadcast grpc.method=Broadcast grpc.request_deadline=2026-09-16T05:23:52.256Z grpc.peer_address=172.18.0.10:41158 grpc.peer_subject="CN=peer0.org1.example.com,L=San Francisco,ST=California,C=US" error="rpc error: code = Canceled desc = context canceled" grpc.code=Canceled grpc.call_duration=528.086817ms
2026-09-16T05:23:42.792820798Z [34m2026-09-16 05:23:42.785 UTC 51a47 INFO[0m [comm.grpc.server] [34;1m1[0m -> streaming call completed grpc.service=orderer.AtomicBroadcast grpc.method=Broadcast grpc.request_deadline=2026-09-16T05:23:51.945Z grpc.peer_address=172.18.0.10:41158 grpc.peer_subject="CN=peer0.org1.example.com,L=San Francisco,ST=California,C=US" error="rpc error: code = Canceled desc = context canceled" grpc.code=Canceled grpc.call_duration=838.816484ms
2026-09-16T05:23:42.792821863Z [34m2026-09-16 05:23:42.785 UTC 51a48 INFO[0m [comm.grpc.server] [34;1m1[0m -> streaming call completed grpc.service=orderer.AtomicBroadcast grpc.method=Broadcast grpc.request_deadline=2026-09-16T05:23:51.955Z grpc.peer_address=172.18.0.10:41158 grpc.peer_subject="CN=peer0.org1.example.com,L=San Francisco,ST=California,C=US" error="rpc error: code = Canceled desc = context canceled" grpc.code=Canceled grpc.call_duration=829.466087ms
2026-09-16T05:23:42.792822915Z [34m2026-09-16 05:23:42.785 UTC 51a49 INFO[0m [comm.grpc.server] [34;1m1[0m -> streaming call completed grpc.service=orderer.AtomicBroadcast grpc.method=Broadcast grpc.request_deadline=2026-09-16T05:23:51.834Z grpc.peer_address=172.18.0.10:41158 grpc.peer_subject="CN=peer0.org1.example.com,L=San Francisco,ST=California,C=US" error="rpc error: code = Canceled desc = context canceled" grpc.code=Canceled grpc.call_duration=950.157167ms
2026-09-16T05:23:42.792828507Z [34m2026-09-16 05:23:42.785 UTC 51a4a INFO[0m [comm.grpc.server] [34;1m1[0m -> streaming call completed grpc.service=orderer.AtomicBroadcast grpc.method=Broadcast grpc.request_deadline=2026-09-16T05:23:52.653Z grpc.peer_address=172.18.0.10:41158 grpc.peer_subject="CN=peer0.org1.example.com,L=San Francisco,ST=California,C=US" error="rpc error: code = Canceled desc = context canceled" grpc.code=Canceled grpc.call_duration=130.9496ms
2026-09-16T05:23:42.792829927Z [34m2026-09-16 05:23:42.785 UTC 51a4b INFO[0m [comm.grpc.server] [34;1m1[0m -> streaming call completed grpc.service=orderer.AtomicBroadcast grpc.method=Broadcast grpc.request_deadline=2026-09-16T05:23:51.955Z grpc.peer_address=172.18.0.10:41158 grpc.peer_subject="CN=peer0.org1.example.com,L=San Francisco,ST=California,C=US" error="rpc error: code = Canceled desc = context canceled" grpc.code=Canceled grpc.call_duration=828.806771ms
