2026-09-16T07:45:49.747044437Z [epoch] WARNING: Logging before InitGoogleLogging() is written to STDERR
2026-09-16T07:45:49.747060690Z [epoch] I20260916 07:45:49.746618     7 epoch_server.cpp:38] Set raft port to 8100 .
2026-09-16T07:45:49.747258496Z [epoch] I20260916 07:45:49.746912     7 epoch_server.cpp:33] Set duration to 0.05 s.
2026-09-16T07:45:49.747299859Z [epoch] I20260916 07:45:49.747176     7 consensus_manager.h:44] initial_conf 172.30.7.10:8100:0,172.30.7.11:8100:0,172.30.7.12:8100:0,172.30.7.13:8100:0.
2026-09-16T07:45:49.751231213Z WARNING: Logging before InitGoogleLogging() is written to STDERR
2026-09-16T07:45:49.751247699Z I20260916 07:45:49.750913     1 query_controller.cpp:21] Query listener start at 0.0.0.0:7003
2026-09-16T07:45:49.761667188Z I20260916 07:45:49.761541     1 consensus_manager.h:63] initial_conf 172.30.7.10:18100:0,172.30.7.11:18100:0,172.30.7.12:18100:0,172.30.7.13:18100:0.
2026-09-16T07:45:49.767567996Z [epoch] I20260916 07:45:49.767333     7 server.cpp:1066] Server[braft::RaftStatImpl+braft::FileServiceImpl+braft::RaftServiceImpl+braft::CliServiceImpl+raft::ChainServiceImpl] is serving on port=8100.
2026-09-16T07:45:49.768332789Z [epoch] I20260916 07:45:49.767349     7 server.cpp:1069] Check out http://node0:8100 in web browser.
2026-09-16T07:45:49.768338872Z [epoch] I20260916 07:45:49.768097     7 consensus_manager.h:84] Brpc service is running on 0.0.0.0:8100
2026-09-16T07:45:49.769634669Z [epoch] I20260916 07:45:49.769536     7 log.cpp:674] Use crc32c as the checksum type of appending entries
2026-09-16T07:45:49.769687367Z [epoch] W20260916 07:45:49.769564     7 protobuf_file.cpp:91] open file failed, path: ./raft_dataepoch_server_group/log/log_meta: FILE_ERROR_NOT_FOUND
2026-09-16T07:45:49.769737520Z [epoch] W20260916 07:45:49.769569     7 log.cpp:685] ./raft_dataepoch_server_group/log is empty
2026-09-16T07:45:49.770038536Z I20260916 07:45:49.769970     1 consensus_manager.h:63] initial_conf 172.30.7.10:18100:1,172.30.7.11:18100:1,172.30.7.12:18100:1,172.30.7.13:18100:1.
2026-09-16T07:45:49.772402879Z [epoch] I20260916 07:45:49.772261     7 log.cpp:1137] log save_meta ./raft_dataepoch_server_group/log/log_meta first_log_index: 1 time: 2674
2026-09-16T07:45:49.773049161Z [epoch] W20260916 07:45:49.772923     7 protobuf_file.cpp:91] open file failed, path: ./raft_dataepoch_server_group/raft_meta/raft_meta: FILE_ERROR_NOT_FOUND
2026-09-16T07:45:49.773050741Z [epoch] I20260916 07:45:49.772953     7 raft_meta.cpp:521] Loaded single stable meta, path ./raft_dataepoch_server_group/raft_meta term 1 votedfor 0.0.0.0:0:0 time: 15
2026-09-16T07:45:49.773386922Z [epoch] I20260916 07:45:49.773229     7 node.cpp:604] node epoch_server_group:172.30.7.10:8100:0 init, term: 1 last_log_id: (index=0,term=0) conf: 172.30.7.10:8100:0,172.30.7.11:8100:0,172.30.7.12:8100:0,172.30.7.13:8100:0 old_conf: 
2026-09-16T07:45:49.773514214Z [epoch] I20260916 07:45:49.773389     7 chain_client.cpp:83] Sending Request to epoch_server_group at qps=0 latency=0
2026-09-16T07:45:49.773519537Z [epoch] I20260916 07:45:49.773424    63 ev_consensus_manager.cpp:52] set epoch duration to 0.05s, receiver port 6002
2026-09-16T07:45:49.773540815Z [epoch] I20260916 07:45:49.773447    67 consensus_manager.h:214] Electing leader, waiting...
2026-09-16T07:45:49.776386639Z I20260916 07:45:49.776309     1 consensus_manager.h:63] initial_conf 172.30.7.10:18100:2,172.30.7.11:18100:2,172.30.7.12:18100:2,172.30.7.13:18100:2.
2026-09-16T07:45:49.782618180Z I20260916 07:45:49.782488     1 consensus_manager.h:63] initial_conf 172.30.7.10:18100:3,172.30.7.11:18100:3,172.30.7.12:18100:3,172.30.7.13:18100:3.
2026-09-16T07:45:49.789001693Z I20260916 07:45:49.788920     1 consensus_control_block.h:216] LOCAL id = 0
2026-09-16T07:45:49.791580864Z I20260916 07:45:49.791512     1 server.cpp:1066] Server[braft::RaftStatImpl+braft::FileServiceImpl+braft::RaftServiceImpl+braft::CliServiceImpl+raft::ChainServiceImpl] is serving on port=18100.
2026-09-16T07:45:49.791664889Z I20260916 07:45:49.791545     1 server.cpp:1069] Check out http://node0:18100 in web browser.
2026-09-16T07:45:49.791670353Z I20260916 07:45:49.791631     1 consensus_manager.h:84] Brpc service is running on 0.0.0.0:18100
2026-09-16T07:45:49.791671724Z I20260916 07:45:49.791642     1 consensus_manager.h:63] initial_conf 172.30.7.10:18100:0,172.30.7.11:18100:0,172.30.7.12:18100:0,172.30.7.13:18100:0.
2026-09-16T07:45:49.798506102Z I20260916 07:45:49.798441     1 log.cpp:674] Use crc32c as the checksum type of appending entries
2026-09-16T07:45:49.798516354Z W20260916 07:45:49.798484     1 protobuf_file.cpp:91] open file failed, path: ./raft_datablock_server_raft_0/log/log_meta: FILE_ERROR_NOT_FOUND
2026-09-16T07:45:49.798518222Z W20260916 07:45:49.798493     1 log.cpp:685] ./raft_datablock_server_raft_0/log is empty
2026-09-16T07:45:49.801049773Z I20260916 07:45:49.800981     1 log.cpp:1137] log save_meta ./raft_datablock_server_raft_0/log/log_meta first_log_index: 1 time: 2471
2026-09-16T07:45:49.801292288Z W20260916 07:45:49.801262     1 protobuf_file.cpp:91] open file failed, path: ./raft_datablock_server_raft_0/raft_meta/raft_meta: FILE_ERROR_NOT_FOUND
2026-09-16T07:45:49.801334017Z I20260916 07:45:49.801306     1 raft_meta.cpp:521] Loaded single stable meta, path ./raft_datablock_server_raft_0/raft_meta term 1 votedfor 0.0.0.0:0:0 time: 43
2026-09-16T07:45:49.801347151Z I20260916 07:45:49.801334     1 node.cpp:604] node block_server_raft_0:172.30.7.10:18100:0 init, term: 1 last_log_id: (index=0,term=0) conf: 172.30.7.10:18100:0,172.30.7.11:18100:0,172.30.7.12:18100:0,172.30.7.13:18100:0 old_conf: 
2026-09-16T07:45:49.801449831Z I20260916 07:45:49.801404     1 consensus_manager.h:63] initial_conf 172.30.7.10:18100:1,172.30.7.11:18100:1,172.30.7.12:18100:1,172.30.7.13:18100:1.
2026-09-16T07:45:49.801884018Z W20260916 07:45:49.801828     1 protobuf_file.cpp:91] open file failed, path: ./raft_datablock_server_raft_1/log/log_meta: FILE_ERROR_NOT_FOUND
2026-09-16T07:45:49.801891651Z W20260916 07:45:49.801851     1 log.cpp:685] ./raft_datablock_server_raft_1/log is empty
2026-09-16T07:45:49.804068542Z I20260916 07:45:49.804026     1 log.cpp:1137] log save_meta ./raft_datablock_server_raft_1/log/log_meta first_log_index: 1 time: 2161
2026-09-16T07:45:49.804254595Z I20260916 07:45:49.804207     1 snapshot.cpp:463] Deleting ./raft_datablock_server_raft_1/snapshot/temp
2026-09-16T07:45:49.804386439Z W20260916 07:45:49.804342     1 protobuf_file.cpp:91] open file failed, path: ./raft_datablock_server_raft_1/raft_meta/raft_meta: FILE_ERROR_NOT_FOUND
