2026-09-16T05:40:25.379019436Z [epoch] WARNING: Logging before InitGoogleLogging() is written to STDERR
2026-09-16T05:40:25.379051329Z [epoch] I20260916 05:40:25.377578     7 epoch_server.cpp:38] Set raft port to 8100 .
2026-09-16T05:40:25.379841599Z [epoch] I20260916 05:40:25.378815     7 epoch_server.cpp:33] Set duration to 0.05 s.
2026-09-16T05:40:25.379843925Z [epoch] I20260916 05:40:25.379714     7 consensus_manager.h:44] initial_conf 172.30.7.10:8100:0,172.30.7.11:8100:0,172.30.7.12:8100:0,172.30.7.13:8100:0.
2026-09-16T05:40:25.383460525Z WARNING: Logging before InitGoogleLogging() is written to STDERR
2026-09-16T05:40:25.383479585Z I20260916 05:40:25.383304     1 query_controller.cpp:21] Query listener start at 0.0.0.0:7003
2026-09-16T05:40:25.401191468Z I20260916 05:40:25.401059     1 consensus_manager.h:63] initial_conf 172.30.7.10:18100:0,172.30.7.11:18100:0,172.30.7.12:18100:0,172.30.7.13:18100:0.
2026-09-16T05:40:25.407797958Z I20260916 05:40:25.407689     1 consensus_manager.h:63] initial_conf 172.30.7.10:18100:1,172.30.7.11:18100:1,172.30.7.12:18100:1,172.30.7.13:18100:1.
2026-09-16T05:40:25.411242350Z [epoch] I20260916 05:40:25.410424     7 server.cpp:1066] Server[braft::RaftStatImpl+braft::FileServiceImpl+braft::RaftServiceImpl+braft::CliServiceImpl+raft::ChainServiceImpl] is serving on port=8100.
2026-09-16T05:40:25.411258617Z [epoch] I20260916 05:40:25.410436     7 server.cpp:1069] Check out http://node0:8100 in web browser.
2026-09-16T05:40:25.411261414Z [epoch] I20260916 05:40:25.411121     7 consensus_manager.h:84] Brpc service is running on 0.0.0.0:8100
2026-09-16T05:40:25.414253509Z I20260916 05:40:25.414141     1 consensus_manager.h:63] initial_conf 172.30.7.10:18100:2,172.30.7.11:18100:2,172.30.7.12:18100:2,172.30.7.13:18100:2.
2026-09-16T05:40:25.417472488Z [epoch] I20260916 05:40:25.417273     7 log.cpp:674] Use crc32c as the checksum type of appending entries
2026-09-16T05:40:25.417479833Z [epoch] W20260916 05:40:25.417346     7 protobuf_file.cpp:91] open file failed, path: ./raft_dataepoch_server_group/log/log_meta: FILE_ERROR_NOT_FOUND
2026-09-16T05:40:25.417481129Z [epoch] W20260916 05:40:25.417352     7 log.cpp:685] ./raft_dataepoch_server_group/log is empty
2026-09-16T05:40:25.419212881Z [epoch] I20260916 05:40:25.419103     7 log.cpp:1137] log save_meta ./raft_dataepoch_server_group/log/log_meta first_log_index: 1 time: 1731
2026-09-16T05:40:25.419691636Z [epoch] W20260916 05:40:25.419518     7 protobuf_file.cpp:91] open file failed, path: ./raft_dataepoch_server_group/raft_meta/raft_meta: FILE_ERROR_NOT_FOUND
2026-09-16T05:40:25.419697843Z [epoch] I20260916 05:40:25.419546     7 raft_meta.cpp:521] Loaded single stable meta, path ./raft_dataepoch_server_group/raft_meta term 1 votedfor 0.0.0.0:0:0 time: 14
2026-09-16T05:40:25.419699027Z [epoch] I20260916 05:40:25.419570     7 node.cpp:604] node epoch_server_group:172.30.7.10:8100:0 init, term: 1 last_log_id: (index=0,term=0) conf: 172.30.7.10:8100:0,172.30.7.11:8100:0,172.30.7.12:8100:0,172.30.7.13:8100:0 old_conf: 
2026-09-16T05:40:25.420371565Z [epoch] I20260916 05:40:25.420315    62 consensus_manager.h:214] Electing leader, waiting...
2026-09-16T05:40:25.420441461Z [epoch] I20260916 05:40:25.420334    61 ev_consensus_manager.cpp:52] set epoch duration to 0.05s, receiver port 6002
2026-09-16T05:40:25.420499556Z [epoch] I20260916 05:40:25.420394     7 chain_client.cpp:83] Sending Request to epoch_server_group at qps=0 latency=0
2026-09-16T05:40:25.420580301Z I20260916 05:40:25.420526     1 consensus_manager.h:63] initial_conf 172.30.7.10:18100:3,172.30.7.11:18100:3,172.30.7.12:18100:3,172.30.7.13:18100:3.
2026-09-16T05:40:25.426876980Z I20260916 05:40:25.426776     1 consensus_control_block.h:216] LOCAL id = 0
